# ao_strehl_timeline predicted Strehl vs time
# night=2026-07-06 telescope=K2 tomography=off target=on wavelength=K-band (2200 nm)
# budget=refined-2026-07 tt_star=R15.2@19.3arcsec lgs_offset=0arcsec ngs_offset=0arcsec ltao_bw_factor=1.443(floor_frac=0.7) ltao_tt_theta0_gain=1 ngs_seeing_law=kolmogorov(anchor_sK=0.3) assumed_theta0=15arcsec(K,zenith)
# merged timeline, two row types by source= column:
#   source=dimm : one row per DIMM sample -- dimm seeing, r0, NGS Strehl (MASS-derived cols blank)
#   source=mass : one row per MASS profile -- mass seeing, LGS/LTAO Strehl, theta0, d0, plus the matched DIMM total seeing used as input (NGS cols blank)
# Strehl columns + theta0 are at the science wavelength; seeing columns are 500nm LINE-OF-SIGHT (zenith x airmass^(3/5)); r0 is 500nm at ZENITH; d0 is wavelength-independent (m)
# err_*_nm columns: per-sample error-budget terms in nm RMS on mass rows (line-of-sight-projected inputs). err_focal_single is the single-beacon focal-aniso (cone) term; err_alt_ltao is tomography + quadratic layer-mismatch. Fixed terms not tabulated: HO measurement 63.3, Na focus 42, static 109.2 (=K2: tel-aberr 50.0 + WFS-calib 57.9 + DM 33.6 + AO/instr 67.1 + registration 21.2, quad), margin 130 nm.
source,utc_iso,hst_iso,dimm_seeing_arcsec_los,mass_seeing_arcsec_los,zenith_factor,airmass,r0_cm_500nm,ngs_R8.2_strehl,ngs_R12_strehl,single_lgs_strehl,ltao_strehl,theta0_arcsec,d0_m,layer_mismatch,ngs_theta0_arcsec,err_fit_nm,err_scint_nm,err_ang_nm,err_bw_single_nm,err_bw_ltao_nm,err_focal_single_nm,err_alt_ltao_nm,err_tt_nm
dimm,2026-07-07T11:13:02,2026-07-07T01:13:02,0.7500,,1.0000,1.0000,13.48,0.6025,0.4382,,,,,,,,,,,,,,
dimm,2026-07-07T11:14:47,2026-07-07T01:14:47,0.6900,,1.0000,1.0000,14.65,0.6173,0.4489,,,,,,,,,,,,,,
dimm,2026-07-07T11:16:30,2026-07-07T01:16:30,0.7200,,1.0000,1.0000,14.04,0.6100,0.4436,,,,,,,,,,,,,,
dimm,2026-07-07T11:18:15,2026-07-07T01:18:15,0.6200,,1.0000,1.0000,16.30,0.6339,0.4610,,,,,,,,,,,,,,
dimm,2026-07-07T11:21:44,2026-07-07T01:21:44,0.6600,,1.0000,1.0000,15.31,0.6245,0.4542,,,,,,,,,,,,,,
dimm,2026-07-07T11:23:28,2026-07-07T01:23:28,0.7500,,1.0000,1.0000,13.48,0.6025,0.4382,,,,,,,,,,,,,,
dimm,2026-07-07T11:25:15,2026-07-07T01:25:15,0.7800,,1.0000,1.0000,12.96,0.5950,0.4327,,,,,,,,,,,,,,
dimm,2026-07-07T11:27:04,2026-07-07T01:27:04,0.8500,,1.0000,1.0000,11.89,0.5770,0.4196,,,,,,,,,,,,,,
dimm,2026-07-07T11:28:51,2026-07-07T01:28:51,0.8300,,1.0000,1.0000,12.18,0.5822,0.4234,,,,,,,,,,,,,,
dimm,2026-07-07T11:30:40,2026-07-07T01:30:40,0.7300,,1.0000,1.0000,13.85,0.6075,0.4418,,,,,,,,,,,,,,
dimm,2026-07-07T11:32:26,2026-07-07T01:32:26,0.6300,,1.0000,1.0000,16.04,0.6316,0.4593,,,,,,,,,,,,,,
dimm,2026-07-07T11:34:18,2026-07-07T01:34:18,0.6300,,1.0000,1.0000,16.04,0.6316,0.4593,,,,,,,,,,,,,,
dimm,2026-07-07T11:36:10,2026-07-07T01:36:10,0.5700,,1.0000,1.0000,17.73,0.6453,0.4693,,,,,,,,,,,,,,
dimm,2026-07-07T11:39:49,2026-07-07T01:39:49,0.4800,,1.0000,1.0000,21.06,0.6646,0.4833,,,,,,,,,,,,,,
dimm,2026-07-07T11:41:40,2026-07-07T01:41:40,0.4300,,1.0000,1.0000,23.50,0.6746,0.4905,,,,,,,,,,,,,,
dimm,2026-07-07T11:43:31,2026-07-07T01:43:31,0.4200,,1.0000,1.0000,24.06,0.6765,0.4919,,,,,,,,,,,,,,
dimm,2026-07-07T11:45:22,2026-07-07T01:45:22,0.4400,,1.0000,1.0000,22.97,0.6726,0.4891,,,,,,,,,,,,,,
dimm,2026-07-07T11:47:12,2026-07-07T01:47:12,0.4300,,1.0000,1.0000,23.50,0.6746,0.4905,,,,,,,,,,,,,,
dimm,2026-07-07T11:49:06,2026-07-07T01:49:06,0.4200,,1.0000,1.0000,24.06,0.6765,0.4919,,,,,,,,,,,,,,
dimm,2026-07-07T11:50:58,2026-07-07T01:50:58,0.4400,,1.0000,1.0000,22.97,0.6726,0.4891,,,,,,,,,,,,,,
dimm,2026-07-07T11:52:53,2026-07-07T01:52:53,0.4900,,1.0000,1.0000,20.63,0.6625,0.4818,,,,,,,,,,,,,,
dimm,2026-07-07T11:54:48,2026-07-07T01:54:48,0.7400,,1.0000,1.0000,13.66,0.6050,0.4400,,,,,,,,,,,,,,
dimm,2026-07-07T11:56:35,2026-07-07T01:56:35,0.5700,,1.0000,1.0000,17.73,0.6453,0.4693,,,,,,,,,,,,,,
dimm,2026-07-07T11:57:58,2026-07-07T01:57:58,0.6400,,1.0000,1.0000,15.79,0.6293,0.4576,,,,,,,,,,,,,,
dimm,2026-07-07T11:59:23,2026-07-07T01:59:23,0.5800,,1.0000,1.0000,17.43,0.6431,0.4676,,,,,,,,,,,,,,
dimm,2026-07-07T12:00:45,2026-07-07T02:00:45,0.4700,,1.0000,1.0000,21.50,0.6666,0.4848,,,,,,,,,,,,,,
dimm,2026-07-07T12:02:10,2026-07-07T02:02:10,0.4300,,1.0000,1.0000,23.50,0.6746,0.4905,,,,,,,,,,,,,,
dimm,2026-07-07T12:03:33,2026-07-07T02:03:33,0.4300,,1.0000,1.0000,23.50,0.6746,0.4905,,,,,,,,,,,,,,
dimm,2026-07-07T12:05:00,2026-07-07T02:05:00,0.4400,,1.0000,1.0000,22.97,0.6726,0.4891,,,,,,,,,,,,,,
dimm,2026-07-07T12:06:29,2026-07-07T02:06:29,0.4300,,1.0000,1.0000,23.50,0.6746,0.4905,,,,,,,,,,,,,,
dimm,2026-07-07T12:07:57,2026-07-07T02:07:57,0.3800,,1.0000,1.0000,26.60,0.6839,0.4973,,,,,,,,,,,,,,
dimm,2026-07-07T12:09:24,2026-07-07T02:09:24,0.3900,,1.0000,1.0000,25.92,0.6821,0.4960,,,,,,,,,,,,,,
dimm,2026-07-07T12:10:51,2026-07-07T02:10:51,0.4400,,1.0000,1.0000,22.97,0.6726,0.4891,,,,,,,,,,,,,,
dimm,2026-07-07T12:12:32,2026-07-07T02:12:32,0.4300,,1.0000,1.0000,23.50,0.6746,0.4905,,,,,,,,,,,,,,
dimm,2026-07-07T12:15:29,2026-07-07T02:15:29,0.5000,,1.0000,1.0000,20.21,0.6605,0.4803,,,,,,,,,,,,,,
dimm,2026-07-07T12:16:57,2026-07-07T02:16:57,0.4800,,1.0000,1.0000,21.06,0.6646,0.4833,,,,,,,,,,,,,,
dimm,2026-07-07T12:18:27,2026-07-07T02:18:27,0.4900,,1.0000,1.0000,20.63,0.6625,0.4818,,,,,,,,,,,,,,
dimm,2026-07-07T12:19:56,2026-07-07T02:19:56,0.5200,,1.0000,1.0000,19.44,0.6562,0.4772,,,,,,,,,,,,,,
dimm,2026-07-07T12:24:48,2026-07-07T02:24:48,0.5100,,1.0000,1.0000,19.82,0.6584,0.4788,,,,,,,,,,,,,,
dimm,2026-07-07T12:26:23,2026-07-07T02:26:23,0.4700,,1.0000,1.0000,21.50,0.6666,0.4848,,,,,,,,,,,,,,
dimm,2026-07-07T12:27:58,2026-07-07T02:27:58,0.5300,,1.0000,1.0000,19.07,0.6541,0.4757,,,,,,,,,,,,,,
dimm,2026-07-07T12:29:33,2026-07-07T02:29:33,0.6000,,1.0000,1.0000,16.84,0.6385,0.4643,,,,,,,,,,,,,,
dimm,2026-07-07T12:31:08,2026-07-07T02:31:08,1.0000,,1.0000,1.0000,10.11,0.5371,0.3906,,,,,,,,,,,,,,
dimm,2026-07-07T12:32:43,2026-07-07T02:32:43,0.5300,,1.0000,1.0000,19.07,0.6541,0.4757,,,,,,,,,,,,,,
dimm,2026-07-07T12:34:19,2026-07-07T02:34:19,0.4900,,1.0000,1.0000,20.63,0.6625,0.4818,,,,,,,,,,,,,,
dimm,2026-07-07T12:35:53,2026-07-07T02:35:53,0.4300,,1.0000,1.0000,23.50,0.6746,0.4905,,,,,,,,,,,,,,
dimm,2026-07-07T12:37:31,2026-07-07T02:37:31,0.4600,,1.0000,1.0000,21.97,0.6687,0.4862,,,,,,,,,,,,,,
dimm,2026-07-07T12:40:42,2026-07-07T02:40:42,0.4000,,1.0000,1.0000,25.27,0.6803,0.4947,,,,,,,,,,,,,,
dimm,2026-07-07T12:42:20,2026-07-07T02:42:20,0.5200,,1.0000,1.0000,19.44,0.6562,0.4772,,,,,,,,,,,,,,
dimm,2026-07-07T12:43:56,2026-07-07T02:43:56,0.4600,,1.0000,1.0000,21.97,0.6687,0.4862,,,,,,,,,,,,,,
dimm,2026-07-07T12:45:33,2026-07-07T02:45:33,0.4200,,1.0000,1.0000,24.06,0.6765,0.4919,,,,,,,,,,,,,,
dimm,2026-07-07T12:47:13,2026-07-07T02:47:13,0.6900,,1.0000,1.0000,14.65,0.6173,0.4489,,,,,,,,,,,,,,
dimm,2026-07-07T12:48:52,2026-07-07T02:48:52,0.6000,,1.0000,1.0000,16.84,0.6385,0.4643,,,,,,,,,,,,,,
dimm,2026-07-07T12:50:32,2026-07-07T02:50:32,0.6000,,1.0000,1.0000,16.84,0.6385,0.4643,,,,,,,,,,,,,,
dimm,2026-07-07T12:50:32,2026-07-07T02:50:32,0.7100,,1.0000,1.0000,14.24,0.6124,0.4454,,,,,,,,,,,,,,
dimm,2026-07-07T12:52:11,2026-07-07T02:52:11,0.5900,,1.0000,1.0000,17.13,0.6408,0.4660,,,,,,,,,,,,,,
dimm,2026-07-07T12:53:50,2026-07-07T02:53:50,0.6200,,1.0000,1.0000,16.30,0.6339,0.4610,,,,,,,,,,,,,,
dimm,2026-07-07T12:55:30,2026-07-07T02:55:30,0.6500,,1.0000,1.0000,15.55,0.6269,0.4559,,,,,,,,,,,,,,
dimm,2026-07-07T12:57:11,2026-07-07T02:57:11,0.5400,,1.0000,1.0000,18.72,0.6519,0.4741,,,,,,,,,,,,,,
dimm,2026-07-07T12:58:55,2026-07-07T02:58:55,0.5700,,1.0000,1.0000,17.73,0.6453,0.4693,,,,,,,,,,,,,,
dimm,2026-07-07T13:00:36,2026-07-07T03:00:36,0.6700,,1.0000,1.0000,15.09,0.6221,0.4524,,,,,,,,,,,,,,
dimm,2026-07-07T13:02:21,2026-07-07T03:02:21,0.5600,,1.0000,1.0000,18.05,0.6475,0.4709,,,,,,,,,,,,,,
dimm,2026-07-07T13:04:04,2026-07-07T03:04:04,0.5700,,1.0000,1.0000,17.73,0.6453,0.4693,,,,,,,,,,,,,,
dimm,2026-07-07T13:05:48,2026-07-07T03:05:48,0.5600,,1.0000,1.0000,18.05,0.6475,0.4709,,,,,,,,,,,,,,
dimm,2026-07-07T13:07:32,2026-07-07T03:07:32,0.5200,,1.0000,1.0000,19.44,0.6562,0.4772,,,,,,,,,,,,,,
dimm,2026-07-07T13:09:17,2026-07-07T03:09:17,0.4500,,1.0000,1.0000,22.46,0.6707,0.4877,,,,,,,,,,,,,,
dimm,2026-07-07T13:11:03,2026-07-07T03:11:03,0.4900,,1.0000,1.0000,20.63,0.6625,0.4818,,,,,,,,,,,,,,
dimm,2026-07-07T13:12:50,2026-07-07T03:12:50,0.6100,,1.0000,1.0000,16.57,0.6362,0.4627,,,,,,,,,,,,,,
dimm,2026-07-07T13:14:36,2026-07-07T03:14:36,0.3700,,1.0000,1.0000,27.32,0.6857,0.4986,,,,,,,,,,,,,,
dimm,2026-07-07T13:16:22,2026-07-07T03:16:22,0.4500,,1.0000,1.0000,22.46,0.6707,0.4877,,,,,,,,,,,,,,
dimm,2026-07-07T13:19:53,2026-07-07T03:19:53,0.3100,,1.0000,1.0000,32.60,0.6959,0.5060,,,,,,,,,,,,,,
dimm,2026-07-07T13:21:41,2026-07-07T03:21:41,0.3900,,1.0000,1.0000,25.92,0.6821,0.4960,,,,,,,,,,,,,,
dimm,2026-07-07T13:23:28,2026-07-07T03:23:28,0.3700,,1.0000,1.0000,27.32,0.6857,0.4986,,,,,,,,,,,,,,
dimm,2026-07-07T13:25:19,2026-07-07T03:25:19,0.3800,,1.0000,1.0000,26.60,0.6839,0.4973,,,,,,,,,,,,,,
dimm,2026-07-07T13:27:08,2026-07-07T03:27:08,0.3600,,1.0000,1.0000,28.07,0.6875,0.4999,,,,,,,,,,,,,,
dimm,2026-07-07T13:29:02,2026-07-07T03:29:02,0.4600,,1.0000,1.0000,21.97,0.6687,0.4862,,,,,,,,,,,,,,
dimm,2026-07-07T13:30:52,2026-07-07T03:30:52,0.5300,,1.0000,1.0000,19.07,0.6541,0.4757,,,,,,,,,,,,,,
dimm,2026-07-07T13:32:44,2026-07-07T03:32:44,0.5300,,1.0000,1.0000,19.07,0.6541,0.4757,,,,,,,,,,,,,,
dimm,2026-07-07T13:34:35,2026-07-07T03:34:35,0.4500,,1.0000,1.0000,22.46,0.6707,0.4877,,,,,,,,,,,,,,
dimm,2026-07-07T13:36:27,2026-07-07T03:36:27,0.4200,,1.0000,1.0000,24.06,0.6765,0.4919,,,,,,,,,,,,,,
dimm,2026-07-07T13:38:18,2026-07-07T03:38:18,0.4600,,1.0000,1.0000,21.97,0.6687,0.4862,,,,,,,,,,,,,,
dimm,2026-07-07T13:40:10,2026-07-07T03:40:10,0.4300,,1.0000,1.0000,23.50,0.6746,0.4905,,,,,,,,,,,,,,
dimm,2026-07-07T13:42:03,2026-07-07T03:42:03,0.7200,,1.0000,1.0000,14.04,0.6100,0.4436,,,,,,,,,,,,,,
dimm,2026-07-07T13:43:55,2026-07-07T03:43:55,0.6300,,1.0000,1.0000,16.04,0.6316,0.4593,,,,,,,,,,,,,,
dimm,2026-07-07T13:45:50,2026-07-07T03:45:50,0.6000,,1.0000,1.0000,16.84,0.6385,0.4643,,,,,,,,,,,,,,
dimm,2026-07-07T13:47:46,2026-07-07T03:47:46,0.6200,,1.0000,1.0000,16.30,0.6339,0.4610,,,,,,,,,,,,,,
dimm,2026-07-07T13:49:42,2026-07-07T03:49:42,0.4600,,1.0000,1.0000,21.97,0.6687,0.4862,,,,,,,,,,,,,,
dimm,2026-07-07T13:51:37,2026-07-07T03:51:37,0.4200,,1.0000,1.0000,24.06,0.6765,0.4919,,,,,,,,,,,,,,
dimm,2026-07-07T13:53:21,2026-07-07T03:53:21,0.5900,,1.0000,1.0000,17.13,0.6408,0.4660,,,,,,,,,,,,,,
dimm,2026-07-07T13:54:44,2026-07-07T03:54:44,0.7200,,1.0000,1.0000,14.04,0.6100,0.4436,,,,,,,,,,,,,,
dimm,2026-07-07T13:56:10,2026-07-07T03:56:10,0.7300,,1.0000,1.0000,13.85,0.6075,0.4418,,,,,,,,,,,,,,
dimm,2026-07-07T13:57:37,2026-07-07T03:57:37,0.4600,,1.0000,1.0000,21.97,0.6687,0.4862,,,,,,,,,,,,,,
dimm,2026-07-07T13:59:00,2026-07-07T03:59:00,0.4300,,1.0000,1.0000,23.50,0.6746,0.4905,,,,,,,,,,,,,,
dimm,2026-07-07T14:00:27,2026-07-07T04:00:27,0.4300,,1.0000,1.0000,23.50,0.6746,0.4905,,,,,,,,,,,,,,
dimm,2026-07-07T14:01:50,2026-07-07T04:01:50,0.4200,,1.0000,1.0000,24.06,0.6765,0.4919,,,,,,,,,,,,,,
dimm,2026-07-07T14:03:18,2026-07-07T04:03:18,0.4600,,1.0000,1.0000,21.97,0.6687,0.4862,,,,,,,,,,,,,,
dimm,2026-07-07T14:04:45,2026-07-07T04:04:45,0.5000,,1.0000,1.0000,20.21,0.6605,0.4803,,,,,,,,,,,,,,
dimm,2026-07-07T14:06:10,2026-07-07T04:06:10,0.4500,,1.0000,1.0000,22.46,0.6707,0.4877,,,,,,,,,,,,,,
dimm,2026-07-07T14:07:38,2026-07-07T04:07:38,0.4900,,1.0000,1.0000,20.63,0.6625,0.4818,,,,,,,,,,,,,,
dimm,2026-07-07T14:09:03,2026-07-07T04:09:03,0.4600,,1.0000,1.0000,21.97,0.6687,0.4862,,,,,,,,,,,,,,
dimm,2026-07-07T14:10:31,2026-07-07T04:10:31,0.5300,,1.0000,1.0000,19.07,0.6541,0.4757,,,,,,,,,,,,,,
dimm,2026-07-07T14:11:57,2026-07-07T04:11:57,0.4900,,1.0000,1.0000,20.63,0.6625,0.4818,,,,,,,,,,,,,,
dimm,2026-07-07T14:13:26,2026-07-07T04:13:26,0.4500,,1.0000,1.0000,22.46,0.6707,0.4877,,,,,,,,,,,,,,
dimm,2026-07-07T14:14:52,2026-07-07T04:14:52,0.5300,,1.0000,1.0000,19.07,0.6541,0.4757,,,,,,,,,,,,,,
dimm,2026-07-07T14:16:22,2026-07-07T04:16:22,0.5500,,1.0000,1.0000,18.38,0.6497,0.4725,,,,,,,,,,,,,,
dimm,2026-07-07T14:17:51,2026-07-07T04:17:51,0.5600,,1.0000,1.0000,18.05,0.6475,0.4709,,,,,,,,,,,,,,
dimm,2026-07-07T14:19:19,2026-07-07T04:19:19,0.5100,,1.0000,1.0000,19.82,0.6584,0.4788,,,,,,,,,,,,,,
dimm,2026-07-07T14:20:48,2026-07-07T04:20:48,0.4300,,1.0000,1.0000,23.50,0.6746,0.4905,,,,,,,,,,,,,,
dimm,2026-07-07T14:22:15,2026-07-07T04:22:15,0.5100,,1.0000,1.0000,19.82,0.6584,0.4788,,,,,,,,,,,,,,
dimm,2026-07-07T14:23:43,2026-07-07T04:23:43,0.4900,,1.0000,1.0000,20.63,0.6625,0.4818,,,,,,,,,,,,,,
dimm,2026-07-07T14:25:13,2026-07-07T04:25:13,0.4200,,1.0000,1.0000,24.06,0.6765,0.4919,,,,,,,,,,,,,,
dimm,2026-07-07T14:26:42,2026-07-07T04:26:42,0.4600,,1.0000,1.0000,21.97,0.6687,0.4862,,,,,,,,,,,,,,
dimm,2026-07-07T14:28:11,2026-07-07T04:28:11,0.4500,,1.0000,1.0000,22.46,0.6707,0.4877,,,,,,,,,,,,,,
dimm,2026-07-07T14:29:43,2026-07-07T04:29:43,0.5200,,1.0000,1.0000,19.44,0.6562,0.4772,,,,,,,,,,,,,,
dimm,2026-07-07T14:31:16,2026-07-07T04:31:16,0.4700,,1.0000,1.0000,21.50,0.6666,0.4848,,,,,,,,,,,,,,
dimm,2026-07-07T14:32:48,2026-07-07T04:32:48,0.6000,,1.0000,1.0000,16.84,0.6385,0.4643,,,,,,,,,,,,,,
dimm,2026-07-07T14:34:22,2026-07-07T04:34:22,0.4600,,1.0000,1.0000,21.97,0.6687,0.4862,,,,,,,,,,,,,,
dimm,2026-07-07T14:35:55,2026-07-07T04:35:55,0.4500,,1.0000,1.0000,22.46,0.6707,0.4877,,,,,,,,,,,,,,
dimm,2026-07-07T14:37:29,2026-07-07T04:37:29,0.4800,,1.0000,1.0000,21.06,0.6646,0.4833,,,,,,,,,,,,,,
dimm,2026-07-07T14:39:02,2026-07-07T04:39:02,0.5400,,1.0000,1.0000,18.72,0.6519,0.4741,,,,,,,,,,,,,,
dimm,2026-07-07T14:40:36,2026-07-07T04:40:36,0.5600,,1.0000,1.0000,18.05,0.6475,0.4709,,,,,,,,,,,,,,
dimm,2026-07-07T14:43:43,2026-07-07T04:43:43,0.5100,,1.0000,1.0000,19.82,0.6584,0.4788,,,,,,,,,,,,,,
dimm,2026-07-07T14:46:52,2026-07-07T04:46:52,0.4600,,1.0000,1.0000,21.97,0.6687,0.4862,,,,,,,,,,,,,,
dimm,2026-07-07T14:48:26,2026-07-07T04:48:26,0.5400,,1.0000,1.0000,18.72,0.6519,0.4741,,,,,,,,,,,,,,
dimm,2026-07-07T14:50:01,2026-07-07T04:50:01,0.5400,,1.0000,1.0000,18.72,0.6519,0.4741,,,,,,,,,,,,,,
dimm,2026-07-07T14:51:37,2026-07-07T04:51:37,0.4500,,1.0000,1.0000,22.46,0.6707,0.4877,,,,,,,,,,,,,,
dimm,2026-07-07T14:53:12,2026-07-07T04:53:12,0.5200,,1.0000,1.0000,19.44,0.6562,0.4772,,,,,,,,,,,,,,
dimm,2026-07-07T14:54:47,2026-07-07T04:54:47,0.4800,,1.0000,1.0000,21.06,0.6646,0.4833,,,,,,,,,,,,,,
dimm,2026-07-07T14:56:23,2026-07-07T04:56:23,0.4600,,1.0000,1.0000,21.97,0.6687,0.4862,,,,,,,,,,,,,,
